day,program,semester,period,time_start,time_end,lab_name,lab_block_length,prev_is_lab,next_is_lab,lab_occupied,week
Tuesday,cse_g1,4.0,4,11:20,12:10,Test Lab,4,1,1,1,164
Tuesday,cse_aiml,6.0,5,13:40,14:30,Test Lab,4,1,1,1,164
Tuesday,cse_aiml,6.0,6,14:30,15:20,Test Lab,4,1,1,1,164
Tuesday,cse_aiml,6.0,7,15:30,16:20,Test Lab,4,1,1,1,164
Tuesday,cse_aiml,6.0,8,16:20,17:10,Test Lab,4,1,0,1,164
Wednesday,,,1,08:30,09:20,Test Lab,0,0,1,0,164
Wednesday,cse_g2,6.0,2,09:20,10:10,Test Lab,2,0,1,1,164
Wednesday,cse_g2,6.0,3,10:30,11:20,Test Lab,2,1,0,1,164
Wednesday,,,4,11:20,12:10,Test Lab,0,1,1,0,164
Wednesday,cse_g1,2.0,5,13:40,14:30,Test Lab,2,0,1,1,164
Wednesday,cse_g1,2.0,6,14:30,15:20,Test Lab,2,1,1,0,164
Wednesday,cse_g1,8.0,7,15:30,16:20,Test Lab,2,1,1,1,164
Wednesday,cse_g1,8.0,8,16:20,17:10,Test Lab,2,1,0,1,164
Thursday,,,1,08:30,09:20,Test Lab,0,0,0,1,164
Thursday,,,2,09:20,10:10,Test Lab,0,0,1,1,164
Thursday,cse_g2,8.0,3,10:30,11:20,Test Lab,2,0,1,1,164
Thursday,cse_g2,8.0,4,11:20,12:10,Test Lab,2,1,1,1,164
Thursday,cse_g1,6.0,5,13:40,14:30,Test Lab,4,1,1,1,164
Thursday,cse_g1,6.0,6,14:30,15:20,Test Lab,4,1,1,1,164
Thursday,cse_g1,6.0,7,15:30,16:20,Test Lab,4,1,1,1,164
Thursday,cse_g1,6.0,8,16:20,17:10,Test Lab,4,1,0,1,164
Friday,cse_aiml,6.0,1,08:30,09:20,Test Lab,4,0,1,1,164
Friday,cse_aiml,6.0,2,09:20,10:10,Test Lab,4,1,1,1,164
Friday,cse_aiml,6.0,3,10:30,11:20,Test Lab,4,1,1,1,164
Friday,cse_aiml,6.0,4,11:20,12:10,Test Lab,4,1,1,0,164
Friday,cse_g1,6.0,5,13:40,14:30,Test Lab,2,1,1,1,164
Friday,cse_g1,6.0,6,14:30,15:20,Test Lab,2,1,1,1,164
Friday,cse_g2,4.0,7,15:30,16:20,Test Lab,2,1,1,1,164
Friday,cse_g2,4.0,8,16:20,17:10,Test Lab,2,1,0,1,164
Monday,,,1,08:30,09:20,Test Lab,0,0,0,1,165
Monday,,,2,09:20,10:10,Test Lab,0,0,1,0,165
Monday,cse_g1,6.0,3,10:30,11:20,Test Lab,2,0,1,1,165
Monday,cse_g1,6.0,4,11:20,12:10,Test Lab,2,1,1,1,165
Monday,cse_g2,2.0,5,13:40,14:30,Test Lab,2,1,1,1,165
Monday,cse_g2,2.0,6,14:30,15:20,Test Lab,2,1,0,1,165
Monday,,,7,15:30,16:20,Test Lab,0,1,0,0,165
Monday,,,8,16:20,17:10,Test Lab,0,0,0,0,165
Tuesday,cse_g1,4.0,1,08:30,09:20,Test Lab,4,0,1,1,165
Tuesday,cse_g1,4.0,2,09:20,10:10,Test Lab,4,1,1,1,165
Tuesday,cse_g1,4.0,3,10:30,11:20,Test Lab,4,1,1,1,165
Tuesday,cse_g1,4.0,4,11:20,12:10,Test Lab,4,1,1,1,165
Tuesday,cse_aiml,6.0,5,13:40,14:30,Test Lab,4,1,1,1,165
Tuesday,cse_aiml,6.0,6,14:30,15:20,Test Lab,4,1,1,1,165
Tuesday,cse_aiml,6.0,7,15:30,16:20,Test Lab,4,1,1,1,165
Tuesday,cse_aiml,6.0,8,16:20,17:10,Test Lab,4,1,0,1,165
Wednesday,,,1,08:30,09:20,Test Lab,0,0,1,0,165
Wednesday,cse_g2,6.0,2,09:20,10:10,Test Lab,2,0,1,1,165
Wednesday,cse_g2,6.0,3,10:30,11:20,Test Lab,2,1,0,1,165
Wednesday,,,4,11:20,12:10,Test Lab,0,1,1,0,165
Wednesday,cse_g1,2.0,5,13:40,14:30,Test Lab,2,0,1,1,165
Wednesday,cse_g1,2.0,6,14:30,15:20,Test Lab,2,1,1,1,165
Wednesday,cse_g1,8.0,7,15:30,16:20,Test Lab,2,1,1,1,165
Wednesday,cse_g1,8.0,8,16:20,17:10,Test Lab,2,1,0,1,165
Thursday,,,1,08:30,09:20,Test Lab,0,0,0,0,165
Thursday,,,2,09:20,10:10,Test Lab,0,0,1,0,165
Thursday,cse_g2,8.0,3,10:30,11:20,Test Lab,2,0,1,1,165
Thursday,cse_g2,8.0,4,11:20,12:10,Test Lab,2,1,1,1,165
Thursday,cse_g1,6.0,5,13:40,14:30,Test Lab,4,1,1,1,165
Thursday,cse_g1,6.0,6,14:30,15:20,Test Lab,4,1,1,1,165
Thursday,cse_g1,6.0,7,15:30,16:20,Test Lab,4,1,1,1,165
Thursday,cse_g1,6.0,8,16:20,17:10,Test Lab,4,1,0,1,165
Friday,cse_aiml,6.0,1,08:30,09:20,Test Lab,4,0,1,0,165
Friday,cse_aiml,6.0,2,09:20,10:10,Test Lab,4,1,1,1,165
Friday,cse_aiml,6.0,3,10:30,11:20,Test Lab,4,1,1,1,165
Friday,cse_aiml,6.0,4,11:20,12:10,Test Lab,4,1,1,1,165
Friday,cse_g1,6.0,5,13:40,14:30,Test Lab,2,1,1,1,165
Friday,cse_g1,6.0,6,14:30,15:20,Test Lab,2,1,1,1,165
Friday,cse_g2,4.0,7,15:30,16:20,Test Lab,2,1,1,1,165
Friday,cse_g2,4.0,8,16:20,17:10,Test Lab,2,1,0,1,165
Monday,,,1,08:30,09:20,Test Lab,0,0,0,1,166
Monday,,,2,09:20,10:10,Test Lab,0,0,1,0,166
Monday,cse_g1,6.0,3,10:30,11:20,Test Lab,2,0,1,0,166
Monday,cse_g1,6.0,4,11:20,12:10,Test Lab,2,1,1,1,166
Monday,cse_g2,2.0,5,13:40,14:30,Test Lab,2,1,1,1,166
Monday,cse_g2,2.0,6,14:30,15:20,Test Lab,2,1,0,1,166
Monday,,,7,15:30,16:20,Test Lab,0,1,0,0,166
Monday,,,8,16:20,17:10,Test Lab,0,0,0,0,166
Tuesday,cse_g1,4.0,1,08:30,09:20,Test Lab,4,0,1,1,166
Tuesday,cse_g1,4.0,2,09:20,10:10,Test Lab,4,1,1,1,166
Tuesday,cse_g1,4.0,3,10:30,11:20,Test Lab,4,1,1,1,166
Tuesday,cse_g1,4.0,4,11:20,12:10,Test Lab,4,1,1,1,166
Tuesday,cse_aiml,6.0,5,13:40,14:30,Test Lab,4,1,1,1,166
Tuesday,cse_aiml,6.0,6,14:30,15:20,Test Lab,4,1,1,1,166
Tuesday,cse_aiml,6.0,7,15:30,16:20,Test Lab,4,1,1,1,166
Tuesday,cse_aiml,6.0,8,16:20,17:10,Test Lab,4,1,0,1,166
Wednesday,,,1,08:30,09:20,Test Lab,0,0,1,0,166
Wednesday,cse_g2,6.0,2,09:20,10:10,Test Lab,2,0,1,1,166
Wednesday,cse_g2,6.0,3,10:30,11:20,Test Lab,2,1,0,1,166
Wednesday,,,4,11:20,12:10,Test Lab,0,1,1,0,166
Wednesday,cse_g1,2.0,5,13:40,14:30,Test Lab,2,0,1,1,166
Wednesday,cse_g1,2.0,6,14:30,15:20,Test Lab,2,1,1,1,166
Wednesday,cse_g1,8.0,7,15:30,16:20,Test Lab,2,1,1,1,166
Wednesday,cse_g1,8.0,8,16:20,17:10,Test Lab,2,1,0,1,166
Thursday,,,1,08:30,09:20,Test Lab,0,0,0,0,166
Thursday,,,2,09:20,10:10,Test Lab,0,0,1,0,166
Thursday,cse_g2,8.0,3,10:30,11:20,Test Lab,2,0,1,1,166
Thursday,cse_g2,8.0,4,11:20,12:10,Test Lab,2,1,1,1,166
Thursday,cse_g1,6.0,5,13:40,14:30,Test Lab,4,1,1,1,166
Thursday,cse_g1,6.0,6,14:30,15:20,Test Lab,4,1,1,1,166
Thursday,cse_g1,6.0,7,15:30,16:20,Test Lab,4,1,1,1,166
Thursday,cse_g1,6.0,8,16:20,17:10,Test Lab,4,1,0,1,166
Friday,cse_aiml,6.0,1,08:30,09:20,Test Lab,4,0,1,1,166
Friday,cse_aiml,6.0,2,09:20,10:10,Test Lab,4,1,1,1,166
Friday,cse_aiml,6.0,3,10:30,11:20,Test Lab,4,1,1,1,166
Friday,cse_aiml,6.0,4,11:20,12:10,Test Lab,4,1,1,1,166
Friday,cse_g1,6.0,5,13:40,14:30,Test Lab,2,1,1,1,166
Friday,cse_g1,6.0,6,14:30,15:20,Test Lab,2,1,1,1,166
Friday,cse_g2,4.0,7,15:30,16:20,Test Lab,2,1,1,1,166
Friday,cse_g2,4.0,8,16:20,17:10,Test Lab,2,1,0,1,166
Monday,,,1,08:30,09:20,Test Lab,0,0,0,0,167
Monday,,,2,09:20,10:10,Test Lab,0,0,1,0,167
Monday,cse_g1,6.0,3,10:30,11:20,Test Lab,2,0,1,1,167
Monday,cse_g1,6.0,4,11:20,12:10,Test Lab,2,1,1,1,167
Monday,cse_g2,2.0,5,13:40,14:30,Test Lab,2,1,1,1,167
Monday,cse_g2,2.0,6,14:30,15:20,Test Lab,2,1,0,1,167
Monday,,,7,15:30,16:20,Test Lab,0,1,0,0,167
Monday,,,8,16:20,17:10,Test Lab,0,0,0,0,167
Tuesday,cse_g1,4.0,1,08:30,09:20,Test Lab,4,0,1,1,167
Tuesday,cse_g1,4.0,2,09:20,10:10,Test Lab,4,1,1,1,167
Tuesday,cse_g1,4.0,3,10:30,11:20,Test Lab,4,1,1,1,167
Tuesday,cse_g1,4.0,4,11:20,12:10,Test Lab,4,1,1,1,167
Tuesday,cse_aiml,6.0,5,13:40,14:30,Test Lab,4,1,1,1,167
Tuesday,cse_aiml,6.0,6,14:30,15:20,Test Lab,4,1,1,1,167
Tuesday,cse_aiml,6.0,7,15:30,16:20,Test Lab,4,1,1,1,167
Tuesday,cse_aiml,6.0,8,16:20,17:10,Test Lab,4,1,0,1,167
Wednesday,,,1,08:30,09:20,Test Lab,0,0,1,1,167
Wednesday,cse_g2,6.0,2,09:20,10:10,Test Lab,2,0,1,1,167
Wednesday,cse_g2,6.0,3,10:30,11:20,Test Lab,2,1,0,1,167
Wednesday,,,4,11:20,12:10,Test Lab,0,1,1,0,167
Wednesday,cse_g1,2.0,5,13:40,14:30,Test Lab,2,0,1,1,167
Wednesday,cse_g1,2.0,6,14:30,15:20,Test Lab,2,1,1,1,167
Wednesday,cse_g1,8.0,7,15:30,16:20,Test Lab,2,1,1,1,167
Wednesday,cse_g1,8.0,8,16:20,17:10,Test Lab,2,1,0,0,167
Thursday,,,1,08:30,09:20,Test Lab,0,0,0,0,167
Thursday,,,2,09:20,10:10,Test Lab,0,0,1,0,167
Thursday,cse_g2,8.0,3,10:30,11:20,Test Lab,2,0,1,1,167
Thursday,cse_g2,8.0,4,11:20,12:10,Test Lab,2,1,1,1,167
Thursday,cse_g1,6.0,5,13:40,14:30,Test Lab,4,1,1,1,167
Thursday,cse_g1,6.0,6,14:30,15:20,Test Lab,4,1,1,1,167
Thursday,cse_g1,6.0,7,15:30,16:20,Test Lab,4,1,1,1,167
Thursday,cse_g1,6.0,8,16:20,17:10,Test Lab,4,1,0,1,167
Friday,cse_aiml,6.0,1,08:30,09:20,Test Lab,4,0,1,0,167
Friday,cse_aiml,6.0,2,09:20,10:10,Test Lab,4,1,1,1,167
Friday,cse_aiml,6.0,3,10:30,11:20,Test Lab,4,1,1,1,167
Friday,cse_aiml,6.0,4,11:20,12:10,Test Lab,4,1,1,1,167
Friday,cse_g1,6.0,5,13:40,14:30,Test Lab,2,1,1,1,167
Friday,cse_g1,6.0,6,14:30,15:20,Test Lab,2,1,1,1,167
Friday,cse_g2,4.0,7,15:30,16:20,Test Lab,2,1,1,1,167
Friday,cse_g2,4.0,8,16:20,17:10,Test Lab,2,1,0,1,167
Monday,,,1,08:30,09:20,Test Lab,0,0,0,0,168
Monday,,,2,09:20,10:10,Test Lab,0,0,1,0,168
Monday,cse_g1,6.0,3,10:30,11:20,Test Lab,2,0,1,0,168
Monday,cse_g1,6.0,4,11:20,12:10,Test Lab,2,1,1,1,168
Monday,cse_g2,2.0,5,13:40,14:30,Test Lab,2,1,1,1,168
Monday,cse_g2,2.0,6,14:30,15:20,Test Lab,2,1,0,1,168
Monday,,,7,15:30,16:20,Test Lab,0,1,0,0,168
Monday,,,8,16:20,17:10,Test Lab,0,0,0,0,168
Tuesday,cse_g1,4.0,1,08:30,09:20,Test Lab,4,0,1,0,168
Tuesday,cse_g1,4.0,2,09:20,10:10,Test Lab,4,1,1,1,168
Tuesday,cse_g1,4.0,3,10:30,11:20,Test Lab,4,1,1,0,168
Tuesday,cse_g1,4.0,4,11:20,12:10,Test Lab,4,1,1,0,168
Tuesday,cse_aiml,6.0,5,13:40,14:30,Test Lab,4,1,1,1,168
Tuesday,cse_aiml,6.0,6,14:30,15:20,Test Lab,4,1,1,0,168
Tuesday,cse_aiml,6.0,7,15:30,16:20,Test Lab,4,1,1,1,168
Tuesday,cse_aiml,6.0,8,16:20,17:10,Test Lab,4,1,0,1,168
Wednesday,,,1,08:30,09:20,Test Lab,0,0,1,0,168
Wednesday,cse_g2,6.0,2,09:20,10:10,Test Lab,2,0,1,1,168
Wednesday,cse_g2,6.0,3,10:30,11:20,Test Lab,2,1,0,1,168
Wednesday,,,4,11:20,12:10,Test Lab,0,1,1,0,168
Wednesday,cse_g1,2.0,5,13:40,14:30,Test Lab,2,0,1,1,168
Wednesday,cse_g1,2.0,6,14:30,15:20,Test Lab,2,1,1,1,168
Wednesday,cse_g1,8.0,7,15:30,16:20,Test Lab,2,1,1,1,168
Wednesday,cse_g1,8.0,8,16:20,17:10,Test Lab,2,1,0,1,168
Thursday,,,1,08:30,09:20,Test Lab,0,0,0,0,168
Thursday,,,2,09:20,10:10,Test Lab,0,0,1,0,168
Thursday,cse_g2,8.0,3,10:30,11:20,Test Lab,2,0,1,1,168
Thursday,cse_g2,8.0,4,11:20,12:10,Test Lab,2,1,1,1,168
Thursday,cse_g1,6.0,5,13:40,14:30,Test Lab,4,1,1,1,168
Thursday,cse_g1,6.0,6,14:30,15:20,Test Lab,4,1,1,1,168
Thursday,cse_g1,6.0,7,15:30,16:20,Test Lab,4,1,1,1,168
Thursday,cse_g1,6.0,8,16:20,17:10,Test Lab,4,1,0,1,168
Friday,cse_aiml,6.0,1,08:30,09:20,Test Lab,4,0,1,1,168
Friday,cse_aiml,6.0,2,09:20,10:10,Test Lab,4,1,1,1,168
Friday,cse_aiml,6.0,3,10:30,11:20,Test Lab,4,1,1,0,168
Friday,cse_aiml,6.0,4,11:20,12:10,Test Lab,4,1,1,1,168
Friday,cse_g1,6.0,5,13:40,14:30,Test Lab,2,1,1,1,168
Friday,cse_g1,6.0,6,14:30,15:20,Test Lab,2,1,1,1,168
Friday,cse_g2,4.0,7,15:30,16:20,Test Lab,2,1,1,1,168
Friday,cse_g2,4.0,8,16:20,17:10,Test Lab,2,1,0,1,168
Monday,,,1,08:30,09:20,Test Lab,0,0,0,0,169
Monday,,,2,09:20,10:10,Test Lab,0,0,1,0,169
Monday,cse_g1,6.0,3,10:30,11:20,Test Lab,2,0,1,1,169
Monday,cse_g1,6.0,4,11:20,12:10,Test Lab,2,1,1,1,169
Monday,cse_g2,2.0,5,13:40,14:30,Test Lab,2,1,1,1,169
Monday,cse_g2,2.0,6,14:30,15:20,Test Lab,2,1,0,1,169
Monday,,,7,15:30,16:20,Test Lab,0,1,0,0,169
Monday,,,8,16:20,17:10,Test Lab,0,0,0,0,169
Tuesday,cse_g1,4.0,1,08:30,09:20,Test Lab,4,0,1,1,169
Tuesday,cse_g1,4.0,2,09:20,10:10,Test Lab,4,1,1,1,169
Tuesday,cse_g1,4.0,3,10:30,11:20,Test Lab,4,1,1,1,169
Tuesday,cse_g1,4.0,4,11:20,12:10,Test Lab,4,1,1,1,169
Tuesday,cse_aiml,6.0,5,13:40,14:30,Test Lab,4,1,1,1,169
Tuesday,cse_aiml,6.0,6,14:30,15:20,Test Lab,4,1,1,1,169
Tuesday,cse_aiml,6.0,7,15:30,16:20,Test Lab,4,1,1,1,169
Tuesday,cse_aiml,6.0,8,16:20,17:10,Test Lab,4,1,0,1,169
Wednesday,,,1,08:30,09:20,Test Lab,0,0,1,0,169
Wednesday,cse_g2,6.0,2,09:20,10:10,Test Lab,2,0,1,1,169
Wednesday,cse_g2,6.0,3,10:30,11:20,Test Lab,2,1,0,0,169
Wednesday,,,4,11:20,12:10,Test Lab,0,1,1,0,169
Wednesday,cse_g1,2.0,5,13:40,14:30,Test Lab,2,0,1,1,169
Wednesday,cse_g1,2.0,6,14:30,15:20,Test Lab,2,1,1,1,169
Wednesday,cse_g1,8.0,7,15:30,16:20,Test Lab,2,1,1,1,169
Wednesday,cse_g1,8.0,8,16:20,17:10,Test Lab,2,1,0,0,169
Thursday,,,1,08:30,09:20,Test Lab,0,0,0,0,169
Thursday,,,2,09:20,10:10,Test Lab,0,0,1,0,169
Thursday,cse_g2,8.0,3,10:30,11:20,Test Lab,2,0,1,0,169
Thursday,cse_g2,8.0,4,11:20,12:10,Test Lab,2,1,1,1,169
Thursday,cse_g1,6.0,5,13:40,14:30,Test Lab,4,1,1,1,169
Thursday,cse_g1,6.0,6,14:30,15:20,Test Lab,4,1,1,1,169
Thursday,cse_g1,6.0,7,15:30,16:20,Test Lab,4,1,1,1,169
Thursday,cse_g1,6.0,8,16:20,17:10,Test Lab,4,1,0,1,169
Friday,cse_aiml,6.0,1,08:30,09:20,Test Lab,4,0,1,1,169
Friday,cse_aiml,6.0,2,09:20,10:10,Test Lab,4,1,1,1,169
Friday,cse_aiml,6.0,3,10:30,11:20,Test Lab,4,1,1,1,169
Friday,cse_aiml,6.0,4,11:20,12:10,Test Lab,4,1,1,1,169
Friday,cse_g1,6.0,5,13:40,14:30,Test Lab,2,1,1,1,169
Friday,cse_g1,6.0,6,14:30,15:20,Test Lab,2,1,1,1,169
Friday,cse_g2,4.0,7,15:30,16:20,Test Lab,2,1,1,1,169
Friday,cse_g2,4.0,8,16:20,17:10,Test Lab,2,1,0,1,169
Monday,,,1,08:30,09:20,Test Lab,0,0,0,0,170
Monday,,,2,09:20,10:10,Test Lab,0,0,1,0,170
Monday,cse_g1,6.0,3,10:30,11:20,Test Lab,2,0,1,0,170
Monday,cse_g1,6.0,4,11:20,12:10,Test Lab,2,1,1,1,170
Monday,cse_g2,2.0,5,13:40,14:30,Test Lab,2,1,1,1,170
Monday,cse_g2,2.0,6,14:30,15:20,Test Lab,2,1,0,1,170
Monday,,,7,15:30,16:20,Test Lab,0,1,0,1,170
Monday,,,8,16:20,17:10,Test Lab,0,0,0,0,170
Tuesday,cse_g1,4.0,1,08:30,09:20,Test Lab,4,0,1,1,170
Tuesday,cse_g1,4.0,2,09:20,10:10,Test Lab,4,1,1,1,170
Tuesday,cse_g1,4.0,3,10:30,11:20,Test Lab,4,1,1,1,170
Tuesday,cse_g1,4.0,4,11:20,12:10,Test Lab,4,1,1,1,170
Tuesday,cse_aiml,6.0,5,13:40,14:30,Test Lab,4,1,1,0,170
Tuesday,cse_aiml,6.0,6,14:30,15:20,Test Lab,4,1,1,1,170
Tuesday,cse_aiml,6.0,7,15:30,16:20,Test Lab,4,1,1,1,170
Tuesday,cse_aiml,6.0,8,16:20,17:10,Test Lab,4,1,0,1,170
Wednesday,,,1,08:30,09:20,Test Lab,0,0,1,0,170
Wednesday,cse_g2,6.0,2,09:20,10:10,Test Lab,2,0,1,0,170
Wednesday,cse_g2,6.0,3,10:30,11:20,Test Lab,2,1,0,1,170
Wednesday,,,4,11:20,12:10,Test Lab,0,1,1,0,170
Wednesday,cse_g1,2.0,5,13:40,14:30,Test Lab,2,0,1,1,170
Wednesday,cse_g1,2.0,6,14:30,15:20,Test Lab,2,1,1,1,170
Wednesday,cse_g1,8.0,7,15:30,16:20,Test Lab,2,1,1,1,170
Wednesday,cse_g1,8.0,8,16:20,17:10,Test Lab,2,1,0,1,170
Thursday,,,1,08:30,09:20,Test Lab,0,0,0,0,170
Thursday,,,2,09:20,10:10,Test Lab,0,0,1,0,170
Thursday,cse_g2,8.0,3,10:30,11:20,Test Lab,2,0,1,1,170
Thursday,cse_g2,8.0,4,11:20,12:10,Test Lab,2,1,1,1,170
Thursday,cse_g1,6.0,5,13:40,14:30,Test Lab,4,1,1,1,170
Thursday,cse_g1,6.0,6,14:30,15:20,Test Lab,4,1,1,1,170
Thursday,cse_g1,6.0,7,15:30,16:20,Test Lab,4,1,1,1,170
Thursday,cse_g1,6.0,8,16:20,17:10,Test Lab,4,1,0,1,170
Friday,cse_aiml,6.0,1,08:30,09:20,Test Lab,4,0,1,0,170
Friday,cse_aiml,6.0,2,09:20,10:10,Test Lab,4,1,1,1,170
Friday,cse_aiml,6.0,3,10:30,11:20,Test Lab,4,1,1,0,170
Friday,cse_aiml,6.0,4,11:20,12:10,Test Lab,4,1,1,1,170
Friday,cse_g1,6.0,5,13:40,14:30,Test Lab,2,1,1,1,170
Friday,cse_g1,6.0,6,14:30,15:20,Test Lab,2,1,1,1,170
Friday,cse_g2,4.0,7,15:30,16:20,Test Lab,2,1,1,1,170
Friday,cse_g2,4.0,8,16:20,17:10,Test Lab,2,1,0,1,170
Monday,,,1,08:30,09:20,Test Lab,0,0,0,1,171
Monday,,,2,09:20,10:10,Test Lab,0,0,1,0,171
Monday,cse_g1,6.0,3,10:30,11:20,Test Lab,2,0,1,1,171
Monday,cse_g1,6.0,4,11:20,12:10,Test Lab,2,1,1,1,171
Monday,cse_g2,2.0,5,13:40,14:30,Test Lab,2,1,1,1,171
Monday,cse_g2,2.0,6,14:30,15:20,Test Lab,2,1,0,0,171
Monday,,,7,15:30,16:20,Test Lab,0,1,0,0,171
Monday,,,8,16:20,17:10,Test Lab,0,0,0,0,171
Tuesday,cse_g1,4.0,1,08:30,09:20,Test Lab,4,0,1,1,171
Tuesday,cse_g1,4.0,2,09:20,10:10,Test Lab,4,1,1,1,171
Tuesday,cse_g1,4.0,3,10:30,11:20,Test Lab,4,1,1,1,171
Tuesday,cse_g1,4.0,4,11:20,12:10,Test Lab,4,1,1,1,171
Tuesday,cse_aiml,6.0,5,13:40,14:30,Test Lab,4,1,1,1,171
Tuesday,cse_aiml,6.0,6,14:30,15:20,Test Lab,4,1,1,1,171
Tuesday,cse_aiml,6.0,7,15:30,16:20,Test Lab,4,1,1,1,171
Tuesday,cse_aiml,6.0,8,16:20,17:10,Test Lab,4,1,0,0,171
Wednesday,,,1,08:30,09:20,Test Lab,0,0,1,0,171
Wednesday,cse_g2,6.0,2,09:20,10:10,Test Lab,2,0,1,1,171
Wednesday,cse_g2,6.0,3,10:30,11:20,Test Lab,2,1,0,0,171
Wednesday,,,4,11:20,12:10,Test Lab,0,1,1,0,171
Wednesday,cse_g1,2.0,5,13:40,14:30,Test Lab,2,0,1,1,171
Wednesday,cse_g1,2.0,6,14:30,15:20,Test Lab,2,1,1,1,171
Wednesday,cse_g1,8.0,7,15:30,16:20,Test Lab,2,1,1,1,171
Wednesday,cse_g1,8.0,8,16:20,17:10,Test Lab,2,1,0,1,171
Thursday,,,1,08:30,09:20,Test Lab,0,0,0,0,171
Thursday,,,2,09:20,10:10,Test Lab,0,0,1,0,171
Thursday,cse_g2,8.0,3,10:30,11:20,Test Lab,2,0,1,1,171
Thursday,cse_g2,8.0,4,11:20,12:10,Test Lab,2,1,1,1,171
Thursday,cse_g1,6.0,5,13:40,14:30,Test Lab,4,1,1,0,171
Thursday,cse_g1,6.0,6,14:30,15:20,Test Lab,4,1,1,1,171
Thursday,cse_g1,6.0,7,15:30,16:20,Test Lab,4,1,1,1,171
Thursday,cse_g1,6.0,8,16:20,17:10,Test Lab,4,1,0,1,171
Friday,cse_aiml,6.0,1,08:30,09:20,Test Lab,4,0,1,1,171
Friday,cse_aiml,6.0,2,09:20,10:10,Test Lab,4,1,1,1,171
Friday,cse_aiml,6.0,3,10:30,11:20,Test Lab,4,1,1,1,171
Friday,cse_aiml,6.0,4,11:20,12:10,Test Lab,4,1,1,0,171
Friday,cse_g1,6.0,5,13:40,14:30,Test Lab,2,1,1,1,171
Friday,cse_g1,6.0,6,14:30,15:20,Test Lab,2,1,1,1,171
Friday,cse_g2,4.0,7,15:30,16:20,Test Lab,2,1,1,1,171
Friday,cse_g2,4.0,8,16:20,17:10,Test Lab,2,1,0,1,171
Monday,,,1,08:30,09:20,Test Lab,0,0,0,0,172
Monday,,,2,09:20,10:10,Test Lab,0,0,1,0,172
Monday,cse_g1,6.0,3,10:30,11:20,Test Lab,2,0,1,1,172
Monday,cse_g1,6.0,4,11:20,12:10,Test Lab,2,1,1,1,172
Monday,cse_g2,2.0,5,13:40,14:30,Test Lab,2,1,1,1,172
Monday,cse_g2,2.0,6,14:30,15:20,Test Lab,2,1,0,1,172
Monday,,,7,15:30,16:20,Test Lab,0,1,0,0,172
Monday,,,8,16:20,17:10,Test Lab,0,0,0,0,172
Tuesday,cse_g1,4.0,1,08:30,09:20,Test Lab,4,0,1,1,172
Tuesday,cse_g1,4.0,2,09:20,10:10,Test Lab,4,1,1,1,172
Tuesday,cse_g1,4.0,3,10:30,11:20,Test Lab,4,1,1,1,172
Tuesday,cse_g1,4.0,4,11:20,12:10,Test Lab,4,1,1,1,172
Tuesday,cse_aiml,6.0,5,13:40,14:30,Test Lab,4,1,1,1,172
Tuesday,cse_aiml,6.0,6,14:30,15:20,Test Lab,4,1,1,1,172
Tuesday,cse_aiml,6.0,7,15:30,16:20,Test Lab,4,1,1,1,172
Tuesday,cse_aiml,6.0,8,16:20,17:10,Test Lab,4,1,0,1,172
Wednesday,,,1,08:30,09:20,Test Lab,0,0,1,0,172
Wednesday,cse_g2,6.0,2,09:20,10:10,Test Lab,2,0,1,1,172
Wednesday,cse_g2,6.0,3,10:30,11:20,Test Lab,2,1,0,1,172
Wednesday,,,4,11:20,12:10,Test Lab,0,1,1,0,172
Wednesday,cse_g1,2.0,5,13:40,14:30,Test Lab,2,0,1,1,172
Wednesday,cse_g1,2.0,6,14:30,15:20,Test Lab,2,1,1,1,172
Wednesday,cse_g1,8.0,7,15:30,16:20,Test Lab,2,1,1,1,172
Wednesday,cse_g1,8.0,8,16:20,17:10,Test Lab,2,1,0,1,172
Thursday,,,1,08:30,09:20,Test Lab,0,0,0,0,172
Thursday,,,2,09:20,10:10,Test Lab,0,0,1,0,172
Thursday,cse_g2,8.0,3,10:30,11:20,Test Lab,2,0,1,1,172
Thursday,cse_g2,8.0,4,11:20,12:10,Test Lab,2,1,1,1,172
Thursday,cse_g1,6.0,5,13:40,14:30,Test Lab,4,1,1,1,172
Thursday,cse_g1,6.0,6,14:30,15:20,Test Lab,4,1,1,1,172
Thursday,cse_g1,6.0,7,15:30,16:20,Test Lab,4,1,1,1,172
Thursday,cse_g1,6.0,8,16:20,17:10,Test Lab,4,1,0,0,172
Friday,cse_aiml,6.0,1,08:30,09:20,Test Lab,4,0,1,1,172
Friday,cse_aiml,6.0,2,09:20,10:10,Test Lab,4,1,1,1,172
Friday,cse_aiml,6.0,3,10:30,11:20,Test Lab,4,1,1,1,172
Friday,cse_aiml,6.0,4,11:20,12:10,Test Lab,4,1,1,1,172
Friday,cse_g1,6.0,5,13:40,14:30,Test Lab,2,1,1,1,172
Friday,cse_g1,6.0,6,14:30,15:20,Test Lab,2,1,1,1,172
Friday,cse_g2,4.0,7,15:30,16:20,Test Lab,2,1,1,1,172
Friday,cse_g2,4.0,8,16:20,17:10,Test Lab,2,1,0,1,172
Monday,,,1,08:30,09:20,Test Lab,0,0,0,0,173
Monday,,,2,09:20,10:10,Test Lab,0,0,1,0,173
Monday,cse_g1,6.0,3,10:30,11:20,Test Lab,2,0,1,0,173
